Word,Negative,Positive
disallowed,2009,0
disallowing,2009,0
disallows,2009,0
disappear,2009,0
disappearance,2009,0
disappearances,2009,0
disappeared,2009,0
disappearing,2009,0
disappears,2009,0
disappoint,2009,0
disappointed,2009,0
disappointing,2009,0
disappointingly,2009,0
disappointment,2009,0
disappointments,2009,0
disappoints,2009,0
disapproval,2009,0
disapprovals,2009,0
disapprove,2009,0
disapproved,2009,0
disapproves,2009,0
disapproving,2009,0
disassociates,2009,0
disassociating,2009,0
disassociation,2009,0
disassociations,2009,0
disaster,2009,0
disasters,2009,0
disastrous,2009,0
disastrously,2009,0
disavow,2009,0
disavowal,2009,0
disavowed,2009,0
disavowing,2009,0
disavows,2009,0
disciplinary,2009,0
disclaim,2009,0
disclaimed,2009,0
disclaimer,2009,0
disclaimers,2009,0
disclaiming,2009,0
disclaims,2009,0
disclose,2009,0
disclosed,2009,0
discloses,2009,0
disclosing,2009,0
discontinuance,2009,0
discontinuances,2009,0
discontinuation,2009,0
discontinuations,2009,0
discontinue,2009,0
discontinued,2009,0
discontinues,2009,0
discontinuing,2009,0
discourage,2009,0
discouraged,2009,0
discourages,2009,0
discouraging,2009,0
discredit,2009,0
discredited,2009,0
discrediting,2009,0
discredits,2009,0
discrepancies,2009,0
discrepancy,2009,0
disfavor,2009,0
disfavored,2009,0
disfavoring,2009,0
disfavors,2009,0
disgorge,2009,0
disgorged,2009,0
disgorgement,2009,0
disgorgements,2009,0
disgorges,2009,0
disgorging,2009,0
disgrace,2009,0
disgraceful,2009,0
disgracefully,2009,0
dishonest,2009,0
dishonestly,2009,0
dishonesty,2009,0
dishonor,2009,0
dishonorable,2009,0
dishonorably,2009,0
dishonored,2009,0
dishonoring,2009,0
dishonors,2009,0
disincentives,2009,0
disinterested,2009,0
disinterestedly,2009,0
disinterestedness,2009,0
disloyal,2009,0
disloyally,2009,0
disloyalty,2009,0
dismal,2009,0
dismally,2009,0
dismiss,2009,0
dismissal,2009,0
dismissals,2009,0
dismissed,2009,0
dismisses,2009,0
dismissing,2009,0
disorderly,2009,0
disparage,2009,0
disparaged,2009,0
disparagement,2009,0
disparagements,2009,0
disparages,2009,0
disparaging,2009,0
disparagingly,2009,0
disparities,2009,0
disparity,2009,0
displace,2009,0
displaced,2009,0
displacement,2009,0
displacements,2009,0
displaces,2009,0
displacing,2009,0
dispose,2009,0
dispossess,2009,0
dispossessed,2009,0
dispossesses,2009,0
dispossessing,2009,0
disproportion,2009,0
disproportional,2009,0
disproportionate,2009,0
disproportionately,2009,0
dispute,2009,0
disputed,2009,0
disputes,2009,0
disputing,2009,0
disqualification,2009,0
disqualifications,2009,0
disqualified,2009,0
disqualifies,2009,0
disqualify,2009,0
disqualifying,2009,0
disregard,2009,0
disregarded,2009,0
disregarding,2009,0
disregards,2009,0
disreputable,2009,0
disrepute,2009,0
disrupt,2009,0
disrupted,2009,0
disrupting,2009,0
disruption,2009,0
disruptions,2009,0
disruptive,2009,0
disrupts,2009,0
dissatisfaction,2009,0
dissatisfied,2009,0
dissent,2009,0
dissented,2009,0
dissenter,2009,0
dissenters,2009,0
dissenting,2009,0
dissents,2009,0
dissident,2009,0
dissidents,2009,0
dissolution,2009,0
dissolutions,2009,0
distinction,0,2009
distinctions,0,2009
distinctive,0,2009
distinctively,0,2009
distinctiveness,0,2009
distort,2009,0
distorted,2009,0
distorting,2009,0
distortion,2009,0
distortions,2009,0
distorts,2009,0
distract,2009,0
distracted,2009,0
distracting,2009,0
distraction,2009,0
distractions,2009,0
distracts,2009,0
distress,2009,0
distressed,2009,0
disturb,2009,0
disturbance,2009,0
disturbances,2009,0
disturbed,2009,0
disturbing,2009,0
disturbs,2009,0
diversion,2009,0
divert,2009,0
diverted,2009,0
diverting,2009,0
diverts,2009,0
divest,2009,0
divested,2009,0
divesting,2009,0
divestiture,2009,0
divestitures,2009,0
divestment,2009,0
divestments,2009,0
divests,2009,0
divorce,2009,0
divorced,2009,0
divulge,2009,0
divulged,2009,0
divulges,2009,0
divulging,2009,0
doubt,2009,0
doubted,2009,0
doubtful,2009,0
doubts,2009,0
downgrade,2009,0
downgraded,2009,0
downgrades,2009,0
downgrading,2009,0
downsize,2009,0
downsized,2009,0
downsizes,2009,0
downsizing,2009,0
downsizings,2009,0
downtime,2009,0
downtimes,2009,0
downturn,2009,0
downturns,2009,0
downward,2009,0
downwards,2009,0
drag,2009,0
drastic,2009,0
drastically,2009,0
drawback,2009,0
drawbacks,2009,0
dream,0,2009
dropped,2009,0
drought,2009,0
droughts,2009,0
duress,2009,0
dysfunction,2009,0
dysfunctional,2009,0
dysfunctions,2009,0
easier,0,2009
easily,0,2009
easing,2009,0
easy,0,2009
effective,0,-2020
efficiencies,0,2009
efficiency,0,2009
efficient,0,2009
efficiently,0,2009
egregious,2009,0
egregiously,2009,0
embargo,2009,0
embargoed,2009,0
embargoes,2009,0
embargoing,2009,0
embarrass,2009,0
embarrassed,2009,0
embarrasses,2009,0
embarrassing,2009,0
embarrassment,2009,0
embarrassments,2009,0
embezzle,2009,0
embezzled,2009,0
embezzlement,2009,0
embezzlements,2009,0
embezzler,2009,0
embezzles,2009,0
embezzling,2009,0
empower,0,2009
empowered,0,2009
empowering,0,2009
empowers,0,2009
enable,0,2009
enabled,0,2009
enables,0,2009
enabling,0,2009
encouraged,0,2009
encouragement,0,2009
encourages,0,2009
encouraging,0,2009
encroach,2009,0
encroached,2009,0
encroaches,2009,0
encroaching,2009,0
encroachment,2009,0
encroachments,2009,0
encumber,2009,0
encumbered,2009,0
encumbering,2009,0
encumbers,2009,0
encumbrance,2009,0
encumbrances,2009,0
endanger,2009,0
endangered,2009,0
endangering,2009,0
endangerment,2009,0
endangers,2009,0
enhance,0,2009
enhanced,0,2009
enhancement,0,2009
enhancements,0,2009
enhances,0,2009
enhancing,0,2009
enjoin,2009,0
enjoined,2009,0
enjoining,2009,0
enjoins,2009,0
enjoy,0,2009
enjoyable,0,2009
enjoyably,0,2009
enjoyed,0,2009
enjoying,0,2009
enjoyment,0,2009
enjoys,0,2009
enthusiasm,0,2009
enthusiastic,0,2009
enthusiastically,0,2009
erode,2009,0
eroded,2009,0
erodes,2009,0
eroding,2009,0
erosion,2009,0
erratic,2009,0
erratically,2009,0
erred,2009,0
erring,2009,0
erroneous,2009,0
erroneously,2009,0
error,2009,0
errors,2009,0
errs,2009,0
escalate,2009,0
escalated,2009,0
escalates,2009,0
escalating,2009,0
evade,2009,0
evaded,2009,0
evades,2009,0
evading,2009,0
evasion,2009,0
evasions,2009,0
evasive,2009,0
evict,2009,0
evicted,2009,0
evicting,2009,0
eviction,2009,0
evictions,2009,0
evicts,2009,0
exacerbate,2009,0
exacerbated,2009,0
exacerbates,2009,0
exacerbating,2009,0
exacerbation,2009,0
exacerbations,2009,0
exaggerate,2009,0
exaggerated,2009,0
exaggerates,2009,0
exaggerating,2009,0
exaggeration,2009,0
excellence,0,2009
excellent,0,2009
excelling,0,2009
excels,0,2009
exceptional,0,2009
exceptionally,0,2009
excessive,2009,0
excessively,2009,0
excited,0,2009
excitement,0,2009
exciting,0,2009
exclusive,0,2009
exclusively,0,2009
exclusiveness,0,2009
exclusives,0,2009
exclusivity,0,2009
exculpate,2009,0
exculpated,2009,0
exculpates,2009,0
exculpating,2009,0
exculpation,2009,0
exculpations,2009,0
exculpatory,2009,0
exemplary,0,2009
exonerate,2009,0
exonerated,2009,0
exonerates,2009,0
exonerating,2009,0
exoneration,2009,0
exonerations,2009,0
exploit,2009,0
exploitation,2009,0
exploitations,2009,0
exploitative,2009,0
exploited,2009,0
exploiting,2009,0
exploits,2009,0
expose,2009,0
exposed,2009,0
exposes,2009,0
exposing,2009,0
exposure,0,0
exposures,0,0
expropriate,2009,0
expropriated,2009,0
expropriates,2009,0
expropriating,2009,0
expropriation,2009,0
expropriations,2009,0
expulsion,2009,0
expulsions,2009,0
extenuating,2009,0
fail,2009,0
failed,2009,0
failing,2009,0
failings,2009,0
fails,2009,0
failure,2009,0
failures,2009,0
fallout,2009,0
false,2009,0
falsely,2009,0
falsification,2009,0
falsifications,2009,0
falsified,2009,0
falsifies,2009,0
falsify,2009,0
falsifying,2009,0
falsity,2009,0
fantastic,0,2009
fatalities,2009,0
fatality,2009,0
fatally,2009,0
fault,2009,0
faulted,2009,0
faults,2009,0
faulty,2009,0
favorable,0,2009
favorably,0,2009
favored,0,2009
favoring,0,2009
favorite,0,2009
favorites,0,2009
fear,2009,0
fears,2009,0
felonies,2009,0
felonious,2009,0
felony,2009,0
fictitious,2009,0
fined,2009,0
fines,2009,0
fired,2009,0
firing,2009,0
flaw,2009,0
flawed,2009,0
flaws,2009,0
fluctuate,0,0
fluctuated,0,0
fluctuates,0,0
fluctuating,0,0
fluctuation,0,0
fluctuations,0,0
forbid,2009,0
forbidden,2009,0
forbidding,2009,0
forbids,2009,0
force,-2020,0
forced,2009,0
forcing,2009,0
foreclose,2009,0
foreclosed,2009,0
forecloses,2009,0
foreclosing,2009,0
foreclosure,2009,0
foreclosures,2009,0
forego,2009,0
foregoes,2009,0
foregone,2009,0
forestall,2009,0
forestalled,2009,0
forestalling,2009,0
forestalls,2009,0
forfeit,2009,0
forfeited,2009,0
forfeiting,2009,0
forfeits,2009,0
forfeiture,2009,0
forfeitures,2009,0
forgers,2009,0
forgery,2009,0
fraud,2009,0
frauds,2009,0
fraudulence,2009,0
fraudulent,2009,0
fraudulently,2009,0
friendly,0,2009
frivolous,2009,0
frivolously,2009,0
frustrate,2009,0
frustrated,2009,0
frustrates,2009,0
frustrating,2009,0
frustratingly,2009,0
frustration,2009,0
frustrations,2009,0
fugitive,-2020,0
fugitives,2009,0
gain,0,2009
gained,0,2009
gaining,0,2009
gains,0,2009
good,0,2009
gratuitous,2009,0
gratuitously,2009,0
great,0,-2020
greater,0,-2020
greatest,0,2009
greatly,0,2009
greatness,0,2009
grievance,2009,0
grievances,2009,0
grossly,2009,0
groundless,2009,0
guilty,2009,0
halt,2009,0
halted,2009,0
hamper,2009,0
hampered,2009,0
hampering,2009,0
hampers,2009,0
happiest,0,2009
happily,0,2009
happiness,0,2009
happy,0,2009
harass,2009,0
harassed,2009,0
harassing,2009,0
harassment,2009,0
hardship,2009,0
hardships,2009,0
harm,2009,0
harmed,2009,0
harmful,2009,0
harmfully,2009,0
harming,2009,0
harms,2009,0
harsh,2009,0
harsher,2009,0
harshest,2009,0
harshly,2009,0
harshness,2009,0
hazard,2009,0
hazardous,2009,0
hazards,2009,0
hidden,0,0
highest,0,2009
hinder,2009,0
hindered,2009,0
hindering,2009,0
hinders,2009,0
hindrance,2009,0
hindrances,2009,0
hinges,0,0
honor,0,2009
honorable,0,-2020
honored,0,2009
honoring,0,2009
honors,0,2009
hostile,2009,0
hostility,2009,0
hurt,2009,0
hurting,2009,0
ideal,0,2009
idle,2009,0
idled,2009,0
idling,2009,0
ignore,2009,0
ignored,2009,0
ignores,2009,0
ignoring,2009,0
ill,2009,0
illegal,2009,0
illegalities,2009,0
illegality,2009,0
illegally,2009,0
illegible,2009,0
illicit,2009,0
illicitly,2009,0
illiquid,2009,0
illiquidity,2009,0
imbalance,2009,0
imbalances,2009,0
immature,2009,0
immoral,2009,0
impair,2009,0
impaired,2009,0
impairing,2009,0
impairment,2009,0
impairments,2009,0
impairs,2009,0
impasse,2009,0
impasses,2009,0
impede,2009,0
impeded,2009,0
impedes,2009,0
impediment,2009,0
impediments,2009,0
impeding,2009,0
impending,2009,0
imperative,2009,0
imperfection,2009,0
imperfections,2009,0
imperil,2009,0
impermissible,2009,0
implicate,2009,0
implicated,2009,0
implicates,2009,0
implicating,2009,0
impossibility,2009,0
impossible,2009,0
impound,2009,0
impounded,2009,0
impounding,2009,0
impounds,2009,0
impracticable,2009,0
impractical,2009,0
impracticalities,2009,0
impracticality,2009,0
imprecise,0,0
imprecision,0,0
imprecisions,0,0
impress,0,2009
impressed,0,2009
impresses,0,2009
impressing,0,2009
impressive,0,2009
impressively,0,2009
imprisonment,2009,0
improbability,0,0
improbable,0,0
improper,2009,0
improperly,2009,0
improprieties,2009,0
impropriety,2009,0
improve,0,2009
improved,0,2009
improvement,0,2009
improvements,0,2009
improves,0,2009
improving,0,2009
imprudent,2009,0
imprudently,2009,0
inability,2009,0
inaccessible,2009,0
inaccuracies,2009,0
inaccuracy,2009,0
inaccurate,2009,0
inaccurately,2009,0
inaction,2009,0
inactions,2009,0
inactivate,2009,0
inactivated,2009,0
inactivates,2009,0
inactivating,2009,0
inactivation,2009,0
inactivations,2009,0
inactivity,2009,0
inadequacies,2009,0
inadequacy,2009,0
inadequate,2009,0
inadequately,2009,0
inadvertent,2009,0
inadvertently,2009,0
inadvisability,2009,0
inadvisable,2009,0
inappropriate,2009,0
inappropriately,2009,0
inattention,2009,0
incapable,2009,0
incapacitated,2009,0
incapacity,2009,0
