Word,Sentiment
disavowal,0
disavowed,0
disavowing,0
disavows,0
disciplinary,0
disclaim,0
disclaimed,0
disclaimer,0
disclaimers,0
disclaiming,0
disclaims,0
disclose,0
disclosed,0
discloses,0
disclosing,0
discontinuance,0
discontinuances,0
discontinuation,0
discontinuations,0
discontinue,0
discontinued,0
discontinues,0
discontinuing,0
discourage,0
discouraged,0
discourages,0
discouraging,0
discredit,0
discredited,0
discrediting,0
discredits,0
discrepancies,0
discrepancy,0
disfavor,0
disfavored,0
disfavoring,0
disfavors,0
disgorge,0
disgorged,0
disgorgement,0
disgorgements,0
disgorges,0
disgorging,0
disgrace,0
disgraceful,0
disgracefully,0
dishonest,0
dishonestly,0
dishonesty,0
dishonor,0
dishonorable,0
dishonorably,0
dishonored,0
dishonoring,0
dishonors,0
disincentives,0
disinterested,0
disinterestedly,0
disinterestedness,0
disloyal,0
disloyally,0
disloyalty,0
dismal,0
dismally,0
dismiss,0
dismissal,0
dismissals,0
dismissed,0
dismisses,0
dismissing,0
disorderly,0
disparage,0
disparaged,0
disparagement,0
disparagements,0
disparages,0
disparaging,0
disparagingly,0
disparities,0
disparity,0
displace,0
displaced,0
displacement,0
displacements,0
displaces,0
displacing,0
dispose,0
dispossess,0
dispossessed,0
dispossesses,0
dispossessing,0
disproportion,0
disproportional,0
disproportionate,0
disproportionately,0
dispute,0
disputed,0
disputes,0
disputing,0
disqualification,0
disqualifications,0
disqualified,0
disqualifies,0
disqualify,0
disqualifying,0
disregard,0
disregarded,0
disregarding,0
disregards,0
disreputable,0
disrepute,0
disrupt,0
disrupted,0
disrupting,0
disruption,0
disruptions,0
disruptive,0
disrupts,0
dissatisfaction,0
dissatisfied,0
dissent,0
dissented,0
dissenter,0
dissenters,0
dissenting,0
dissents,0
dissident,0
dissidents,0
dissolution,0
dissolutions,0
distinction,1
distinctions,1
distinctive,1
distinctively,1
distinctiveness,1
distort,0
distorted,0
distorting,0
distortion,0
distortions,0
distorts,0
distract,0
distracted,0
distracting,0
distraction,0
distractions,0
distracts,0
distress,0
distressed,0
disturb,0
disturbance,0
disturbances,0
disturbed,0
disturbing,0
disturbs,0
diversion,0
divert,0
diverted,0
diverting,0
diverts,0
divest,0
divested,0
divesting,0
divestiture,0
divestitures,0
divestment,0
divestments,0
divests,0
divorce,0
divorced,0
divulge,0
divulged,0
divulges,0
divulging,0
doubt,0
doubted,0
doubtful,0
doubts,0
downgrade,0
downgraded,0
downgrades,0
downgrading,0
downsize,0
downsized,0
downsizes,0
downsizing,0
downsizings,0
downtime,0
downtimes,0
downturn,0
downturns,0
downward,0
downwards,0
drag,0
drastic,0
drastically,0
drawback,0
drawbacks,0
dream,1
dropped,0
drought,0
droughts,0
duress,0
dysfunction,0
dysfunctional,0
dysfunctions,0
easier,1
easily,1
easing,0
easy,1
effective,-2020
efficiencies,1
efficiency,1
efficient,1
efficiently,1
egregious,0
egregiously,0
embargo,0
embargoed,0
embargoes,0
embargoing,0
embarrass,0
embarrassed,0
embarrasses,0
embarrassing,0
embarrassment,0
embarrassments,0
embezzle,0
embezzled,0
embezzlement,0
embezzlements,0
embezzler,0
embezzles,0
embezzling,0
empower,1
empowered,1
empowering,1
empowers,1
enable,1
enabled,1
enables,1
enabling,1
encouraged,1
encouragement,1
encourages,1
encouraging,1
encroach,0
encroached,0
encroaches,0
encroaching,0
encroachment,0
encroachments,0
encumber,0
encumbered,0
encumbering,0
encumbers,0
encumbrance,0
encumbrances,0
endanger,0
endangered,0
endangering,0
endangerment,0
endangers,0
enhance,1
enhanced,1
enhancement,1
enhancements,1
enhances,1
enhancing,1
enjoin,0
enjoined,0
enjoining,0
enjoins,0
enjoy,1
enjoyable,1
enjoyably,1
enjoyed,1
enjoying,1
enjoyment,1
enjoys,1
enthusiasm,1
enthusiastic,1
enthusiastically,1
erode,0
eroded,0
erodes,0
eroding,0
erosion,0
erratic,0
erratically,0
erred,0
erring,0
erroneous,0
erroneously,0
error,0
errors,0
errs,0
escalate,0
escalated,0
escalates,0
escalating,0
evade,0
evaded,0
evades,0
evading,0
evasion,0
evasions,0
evasive,0
evict,0
evicted,0
evicting,0
eviction,0
evictions,0
evicts,0
exacerbate,0
exacerbated,0
exacerbates,0
exacerbating,0
exacerbation,0
exacerbations,0
exaggerate,0
exaggerated,0
exaggerates,0
exaggerating,0
exaggeration,0
excellence,1
excellent,1
excelling,1
excels,1
exceptional,1
exceptionally,1
excessive,0
excessively,0
excited,1
excitement,1
exciting,1
exclusive,1
exclusively,1
exclusiveness,1
exclusives,1
exclusivity,1
exculpate,0
exculpated,0
exculpates,0
exculpating,0
exculpation,0
exculpations,0
exculpatory,0
exemplary,1
exonerate,0
exonerated,0
exonerates,0
exonerating,0
exoneration,0
exonerations,0
exploit,0
exploitation,0
exploitations,0
exploitative,0
exploited,0
exploiting,0
exploits,0
expose,0
exposed,0
exposes,0
exposing,0
exposure,0
exposures,0
expropriate,0
expropriated,0
expropriates,0
expropriating,0
expropriation,0
expropriations,0
expulsion,0
expulsions,0
extenuating,0
fail,0
failed,0
failing,0
failings,0
fails,0
failure,0
failures,0
fallout,0
false,0
falsely,0
falsification,0
falsifications,0
falsified,0
falsifies,0
falsify,0
falsifying,0
falsity,0
fantastic,1
fatalities,0
fatality,0
fatally,0
fault,0
faulted,0
faults,0
faulty,0
favorable,1
favorably,1
favored,1
favoring,1
favorite,1
favorites,1
fear,0
fears,0
felonies,0
felonious,0
felony,0
fictitious,0
fined,0
fines,0
fired,0
firing,0
flaw,0
flawed,0
flaws,0
fluctuate,0
fluctuated,0
fluctuates,0
fluctuating,0
fluctuation,0
fluctuations,0
forbid,0
forbidden,0
forbidding,0
forbids,0
force,0
forced,0
forcing,0
foreclose,0
foreclosed,0
forecloses,0
foreclosing,0
foreclosure,0
foreclosures,0
forego,0
foregoes,0
foregone,0
forestall,0
forestalled,0
forestalling,0
forestalls,0
forfeit,0
forfeited,0
forfeiting,0
forfeits,0
forfeiture,0
forfeitures,0
forgers,0
forgery,0
fraud,0
frauds,0
fraudulence,0
fraudulent,0
fraudulently,0
friendly,1
frivolous,0
frivolously,0
frustrate,0
frustrated,0
frustrates,0
frustrating,0
frustratingly,0
frustration,0
frustrations,0
fugitive,0
fugitives,0
gain,1
gained,1
gaining,1
gains,1
good,1
gratuitous,0
gratuitously,0
great,-2020
greater,-2020
greatest,1
greatly,1
greatness,1
grievance,0
grievances,0
grossly,0
groundless,0
guilty,0
halt,0
halted,0
hamper,0
hampered,0
hampering,0
hampers,0
happiest,1
happily,1
happiness,1
happy,1
harass,0
harassed,0
harassing,0
harassment,0
hardship,0
hardships,0
harm,0
harmed,0
harmful,0
harmfully,0
harming,0
harms,0
harsh,0
harsher,0
harshest,0
harshly,0
harshness,0
hazard,0
hazardous,0
hazards,0
hidden,0
highest,1
hinder,0
hindered,0
hindering,0
hinders,0
hindrance,0
hindrances,0
hinges,0
honor,1
honorable,-2020
honored,1
honoring,1
honors,1
hostile,0
hostility,0
hurt,0
hurting,0
ideal,1
idle,0
idled,0
idling,0
ignore,0
ignored,0
ignores,0
ignoring,0
ill,0
illegal,0
illegalities,0
illegality,0
illegally,0
illegible,0
illicit,0
illicitly,0
illiquid,0
illiquidity,0
imbalance,0
imbalances,0
immature,0
immoral,0
impair,0
impaired,0
impairing,0
impairment,0
impairments,0
impairs,0
impasse,0
impasses,0
impede,0
impeded,0
impedes,0
impediment,0
impediments,0
impeding,0
impending,0
imperative,0
imperfection,0
imperfections,0
imperil,0
impermissible,0
implicate,0
implicated,0
implicates,0
implicating,0
impossibility,0
impossible,0
impound,0
impounded,0
impounding,0
impounds,0
impracticable,0
impractical,0
impracticalities,0
impracticality,0
imprecise,0
imprecision,0
imprecisions,0
impress,1
impressed,1
impresses,1
impressing,1
impressive,1
impressively,1
imprisonment,0
improbability,0
improbable,0
improper,0
improperly,0
improprieties,0
impropriety,0
improve,1
improved,1
improvement,1
improvements,1
improves,1
improving,1
imprudent,0
imprudently,0
inability,0
inaccessible,0
inaccuracies,0
inaccuracy,0
inaccurate,0
inaccurately,0
inaction,0
inactions,0
inactivate,0
inactivated,0
inactivates,0
inactivating,0
inactivation,0
inactivations,0
inactivity,0
inadequacies,0
inadequacy,0
inadequate,0
inadequately,0
inadvertent,0
inadvertently,0
inadvisability,0
inadvisable,0
inappropriate,0
inappropriately,0
inattention,0
incapable,0
incapacitated,0
incapacity,0
incarcerate,0
incarcerated,0
incarcerates,0
incarcerating,0
incarceration,0
incarcerations,0
incidence,0
incidences,0
incident,0
incidents,0
incompatibilities,0
incompatibility,0
incompatible,0
incompetence,0
incompetency,0
incompetent,0
incompetently,0
incompetents,0
incomplete,0
incompletely,0
incompleteness,0
inconclusive,0
inconsistencies,0
inconsistency,0
inconsistent,0
inconsistently,0
inconvenience,0
inconveniences,0
inconvenient,0
incorrect,0
incorrectly,0
incorrectness,0
incredible,1
incredibly,1
indecency,0
indecent,0
indefeasible,0
indefeasibly,0
indefinite,0
indefinitely,0
indefiniteness,0
indeterminable,0
indeterminate,0
indict,0
indictable,0
indicted,0
indicting,0
indictment,0
indictments,0
ineffective,0
ineffectively,0
ineffectiveness,0
inefficiencies,0
inefficiency,0
inefficient,0
inefficiently,0
ineligibility,0
ineligible,0
inequitable,0
inequitably,0
inequities,0
inequity,0
inevitable,0
inexact,0
inexactness,0
inexperience,0
inexperienced,0
inferior,0
inflicted,0
influential,1
informative,1
infraction,0
infractions,0
infringe,0
infringed,0
infringement,0
infringements,0
infringes,0
infringing,0
ingenuity,1
inhibited,0
inimical,0
injunction,0
injunctions,0
injure,0
injured,0
injures,0
injuries,0
injuring,0
injurious,0
injury,0
innovate,1
innovated,1
innovates,1
innovating,1
innovation,1
innovations,1
innovative,1
innovativeness,1
innovator,1
innovators,1
inordinate,0
inordinately,0
inquiry,0
insecure,0
insensitive,0
insightful,1
insolvencies,0
insolvency,0
insolvent,0
inspiration,1
inspirational,1
instabilities,0
instability,0
insubordination,0
insufficiency,0
insufficient,0
insufficiently,0
insurrection,0
insurrections,0
intangible,0
intangibles,0
integrity,1
intentional,0
interfere,0
interfered,0
interference,0
interferences,0
interferes,0
interfering,0
intermittent,0
intermittently,0
interrupt,0
interrupted,0
interrupting,0
interruption,0
interruptions,0
interrupts,0
intimidation,0
intrusion,0
invalid,0
invalidate,0
invalidated,0
invalidates,0
invalidating,0
invalidation,0
invalidity,0
invent,1
invented,1
inventing,1
invention,1
inventions,1
inventive,1
inventiveness,1
inventor,1
inventors,1
investigate,0
investigated,0
investigates,0
investigating,0
investigation,0
investigations,0
involuntarily,0
involuntary,0
irreconcilable,0
irreconcilably,0
irrecoverable,0
irrecoverably,0
irregular,0
irregularities,0
irregularity,0
irregularly,0
irreparable,0
irreparably,0
irreversible,0
jeopardize,0
jeopardized,0
justifiable,0
kickback,0
kickbacks,0
knowingly,0
lack,0
lacked,0
lacking,0
lackluster,0
lacks,0
lag,0
lagged,0
lagging,0
lags,0
lapse,0
lapsed,0
lapses,0
lapsing,0
late,0
laundering,0
layoff,0
layoffs,0
leadership,1
leading,1
lie,0
likelihood,0
limitation,0
limitations,0
lingering,0
liquidate,0
liquidated,0
liquidates,0
liquidating,0
liquidation,0
liquidations,0
liquidator,0
liquidators,0
litigant,0
litigants,0
litigate,0
litigated,0
litigates,0
litigating,0
litigation,0
litigations,0
lockout,0
lockouts,0
lose,0
loses,0
losing,0
loss,0
losses,0
lost,0
loyal,1
lucrative,1
lying,0
malfeasance,0
malfunction,0
malfunctioned,0
malfunctioning,0
malfunctions,0
malice,0
malicious,0
maliciously,0
malpractice,0
manipulate,0
manipulated,0
manipulates,0
manipulating,0
manipulation,0
manipulations,0
manipulative,0
markdown,0
markdowns,0
may,0
maybe,0
meritorious,1
might,0
misapplication,0
misapplications,0
misapplied,0
misapplies,0
misapply,0
misapplying,0
misappropriate,0
misappropriated,0
misappropriates,0
misappropriating,0
misappropriation,0
misappropriations,0
misbranded,0
miscalculate,0
miscalculated,0
miscalculates,0
miscalculating,0
miscalculation,0
miscalculations,0
mischaracterization,0
mischief,0
misclassification,0
misclassifications,0
misclassified,0
misclassify,0
miscommunication,0
misconduct,0
misdated,0
misdemeanor,0
misdemeanors,0
misdirected,0
mishandle,0
mishandled,0
mishandles,0
mishandling,0
misinform,0
misinformation,0
misinformed,0
misinforming,0
misinforms,0
misinterpret,0
misinterpretation,0
misinterpretations,0
misinterpreted,0
misinterpreting,0
misinterprets,0
misjudge,0
misjudged,0
misjudges,0
misjudging,0
misjudgment,0
misjudgments,0
mislabel,0
mislabeled,0
mislabeling,0
mislabelled,0
mislabels,0
mislead,0
misleading,0
misleadingly,0
misleads,0
misled,0
mismanage,0
mismanaged,0
mismanagement,0
mismanages,0
mismanaging,0
mismatch,0
mismatched,0
mismatches,0
mismatching,0
misplaced,0
misprice,0
mispricing,0
mispricings,0
misrepresent,0
misrepresentation,0
misrepresentations,0
misrepresented,0
misrepresenting,0
misrepresents,0
miss,0
missed,0
misses,0
misstate,0
misstated,0
misstatement,0
misstatements,0
misstates,0
misstating,0
misstep,0
missteps,0
mistake,0
mistaken,0
mistakenly,0
mistakes,0
mistaking,0
mistrial,0
mistrials,0
misunderstand,0
misunderstanding,0
misunderstandings,0
misunderstood,0
misuse,0
misused,0
misuses,0
misusing,0
monopolistic,0
monopolists,0
monopolization,0
monopolize,0
monopolized,0
monopolizes,0
monopolizing,0
monopoly,0
moratoria,0
moratorium,0
moratoriums,0
mothballed,0
mothballing,0
nearly,0
negative,0
negatively,0
negatives,0
neglect,0
neglected,0
neglectful,0
neglecting,0
neglects,0
negligence,0
negligences,0
negligent,0
negligently,0
nonassessable,0
nonattainment,0
noncompetitive,0
noncompliance,0
noncompliances,0
noncompliant,0
noncomplying,0
nonconforming,0
nonconformities,0
nonconformity,0
nondisclosure,0
nonfunctional,0
nonpayment,0
nonpayments,0
nonperformance,0
nonperformances,0
nonperforming,0
nonproducing,0
nonproductive,0
nonrecoverable,0
nonrenewal,0
nuisance,0
nuisances,0
nullification,0
nullifications,0
nullified,0
nullifies,0
nullify,0
nullifying,0
objected,0
objecting,0
objection,0
objectionable,0
objectionably,0
objections,0
obscene,0
obscenity,0
obsolescence,0
obsolete,0
obstacle,0
obstacles,0
obstruct,0
obstructed,0
obstructing,0
obstruction,0
obstructions,0
occasionally,0
offence,0
offences,0
offend,0
offended,0
offender,0
offenders,0
offending,0
offends,0
omission,0
omissions,0
omit,0
omits,0
omitted,0
omitting,0
onerous,0
opportunistic,0
opportunistically,0
opportunities,1
opportunity,1
oppose,0
opposed,0
opposes,0
opposing,0
opposition,0
oppositions,0
optimistic,1
ordinarily,0
outage,0
outages,0
outdated,0
outmoded,0
outperform,1
outperformed,1
outperforming,1
outperforms,1
overage,0
overages,0
overbuild,0
overbuilding,0
overbuilds,0
overbuilt,0
overburden,0
overburdened,0
overburdening,0
overcapacities,0
overcapacity,0
overcharge,0
overcharged,0
overcharges,0
overcharging,0
overcome,0
overcomes,0
overcoming,0
overdue,0
overestimate,0
overestimated,0
overestimates,0
overestimating,0
overestimation,0
overestimations,0
overload,0
overloaded,0
overloading,0
overloads,0
overlook,0
overlooked,0
overlooking,0
overlooks,0
overpaid,0
overpayment,0
overpayments,0
overproduced,0
overproduces,0
overproducing,0
overproduction,0
overrun,0
overrunning,0
overruns,0
overshadow,0
overshadowed,0
overshadowing,0
overshadows,0
overstate,0
overstated,0
overstatement,0
overstatements,0
overstates,0
overstating,0
oversupplied,0
oversupplies,0
oversupply,0
oversupplying,0
overtly,0
overturn,0
overturned,0
overturning,0
overturns,0
overvalue,0
overvalued,0
overvaluing,0
panic,0
panics,0
penalize,0
penalized,0
penalizes,0
penalizing,0
penalties,0
penalty,0
pending,0
perfect,1
perfected,1
perfectly,1
perfects,1
perhaps,0
peril,0
perils,0
perjury,0
perpetrate,0
perpetrated,0
perpetrates,0
perpetrating,0
perpetration,0
persist,0
persisted,0
persistence,0
persistent,0
persistently,0
persisting,0
persists,0
pervasive,0
pervasively,0
pervasiveness,0
petty,0
picket,0
picketed,0
picketing,0
plaintiff,0
plaintiffs,0
plea,0
plead,0
pleaded,0
pleading,0
pleadings,0
pleads,0
pleas,0
pleasant,1
pleasantly,1
pleased,1
pleasure,1
pled,0
plentiful,1
poor,0
poorly,0
popular,1
popularity,1
poses,0
posing,0
positive,1
positively,1
possibilities,0
possibility,0
possible,0
possibly,0
postpone,0
postponed,0
postponement,0
postponements,0
postpones,0
postponing,0
precaution,0
precautionary,0
precautions,0
precipitated,0
precipitous,0
precipitously,0
preclude,0
precluded,0
precludes,0
precluding,0
predatory,0
predict,0
predictability,0
predicted,0
predicting,0
prediction,0
predictions,0
predictive,0
predictor,0
predictors,0
predicts,0
preeminence,1
preeminent,1
prejudice,0
prejudiced,0
prejudices,0
prejudicial,0
prejudicing,0
preliminarily,0
preliminary,0
premature,0
prematurely,0
premier,1
premiere,1
pressing,0
prestige,1
prestigious,1
presumably,0
presume,0
presumed,0
presumes,0
presuming,0
presumption,0
presumptions,0
pretrial,0
preventing,0
prevention,0
prevents,0
proactive,1
proactively,1
probabilistic,0
